file_name,file_id,song_length,process_time,start_offset,cut_length,n_cuts,dbo_file_id,drums_file_id,vocals_file_id,bass_file_id,other_file_id,cut1_dbo_id,cut1_other_id,cut2_dbo_id,cut2_other_id,cut3_dbo_id,cut3_other_id,cut_time1,cut_time2,cut_time3
Alice In Chains - Grind.m4a,1698293735459,284.64,2024-12-02 16:41:41,30,10,3,1709930428610,1709923146792,1709930977778,1709913911257,1709911388470,1713435614077,1713435647759,1713436115731,1713435229876,1713433563755,1713435534324,79,203,209
Alice In Chains - Heaven Beside You.m4a,1698334028567,327.89,2024-12-02 16:41:45,30,10,3,1709923292723,1709933883796,1709917626025,1709927900721,1709928889640,1713439759073,1713434200101,1713436991280,1713432558071,1713437175601,1713434301325,138,177,304
Alice In Chains - I Stay Away.m4a,1698299049041,254.4,2024-12-02 16:41:50,30,10,3,1709930253147,1709928229797,1709930103836,1709926345556,1709933029356,1713438330134,1713437114150,1713439030987,1713434351767,1713439729842,1713436171019,33,133,142
Alice In Chains - Man in the Box.m4a,1698293973466,285.2,2024-12-02 16:41:55,30,10,3,1709918972862,1709935746322,1709921692670,1709929972088,1709932587784,1713434080144,1713435472203,1713437727961,1713437209814,1713434982415,1713434330017,66,185,208
Alice In Chains - No Excuses.m4a,1698332219130,255.57,2024-12-02 16:41:59,30,10,3,1709925825376,1709925098225,1709935462815,1709923240527,1709928969132,1713434528901,1713434696868,1713438284441,1713434848601,1713434595644,1713436702815,188,237,243
Alice In Chains - Over Now.m4a,1698333501147,423.64,2024-12-02 16:42:06,30,10,3,1709930937306,1709925095979,1709934565488,1709934683237,1709923064413,1713435627764,1713436043943,1713434346666,1713435945311,1713435553278,1713435646965,172,264,270
Alice In Chains - Rooster.m4a,1698324673247,374.33,2024-12-02 16:42:10,30,10,3,1709940426593,1709921012828,1709921683037,1709919851586,1709932086143,1713438405098,1713434315554,1713436953308,1713435990836,1713438819712,1713439945774,121,179,262
Alice In Chains - Sea Of Sorrow.m4a,1698332658715,349.75,2024-12-02 16:42:14,30,10,3,1709937458271,1709939771657,1709921183301,1709942108619,1709925618902,1713433342921,1713440466786,1713435745631,1713439626213,1713438426964,1713438971270,51,283,323
Alice In Chains - What the Hell Have I.m4a,1698291527262,237.16,2024-12-02 16:42:19,30,10,3,1709939591566,1709929635902,1709942651950,1709937952363,1709942476582,1713436201528,1713434008766,1713437144663,1713437840980,1713439101276,1713434379805,84,95,113
Alice In Chains - Would.m4a,1698294539459,206.77,2024-12-02 16:42:24,30,10,3,1709918845325,1709938972254,1709924519400,1709930744469,1709939118251,1713439391858,1713439055701,1713437699684,1713435938213,1713438868592,1713439355335,90,91,190
Asia - Days Like These.m4a,1698297822139,244.63,2024-12-02 16:42:28,30,10,3,1709926813614,1709938367066,1709938825434,1709932943222,1709939423203,1713435265401,1713435379052,1713438393345,1713436439220,1713436256836,1713434600605,60,123,169
Athenaeum - What I Didn't Know.m4a,1698326889445,218.44,2024-12-02 16:42:33,30,10,3,1709930613286,1709925210385,1709942828545,1709932012675,1709943253302,1713439425276,1713435448601,1713436888532,1713436503695,1713438244473,1713438992648,112,143,202
Bad Company - Boys Cry Tough.m4a,1698332329672,334.57,2024-12-02 16:42:37,30,10,3,1709944444790,1709942200603,1709936562092,1709925748799,1709943249231,1713435858785,1713435243768,1713436722959,1713438666345,1713436984532,1713434687090,31,59,71
Bad Company - Holy Water.m4a,1698292278994,246.24,2024-12-02 16:42:42,30,10,3,1709942606389,1709937608564,1709945137919,1709937956832,1709945389793,1713440762045,1713436876311,1713435774464,1713438354469,1713438135668,1713436825287,36,56,117
Bad Company - How About That.m4a,1698293015807,326.71,2024-12-02 16:42:46,30,10,3,1709944958068,1709925731417,1709937736407,1709937186772,1709939596470,1713436448574,1713436170575,1713434857491,1713439249241,1713439028666,1713435428945,53,110,270
Bad Company - If You Needed Somebody.m4a,1698311049158,261.0,2024-12-02 16:42:50,30,10,3,1709945571648,1709938518321,1709937061686,1709942178601,1709937993172,1713436343542,1713440181433,1713437506943,1713438119450,1713435500464,1713439185163,76,77,249
Bad Company - Stranger Stranger.m4a,1698297355102,291.36,2024-12-02 16:43:19,30,10,3,1709923453325,1709940027765,1709934933504,1709947079136,1709938902224,1713441541490,1713436387142,1713440221874,1713435270368,1713437738250,1713438112506,45,135,243
Bad Company - Walk Through Fire.m4a,1698293643927,288.56,2024-12-02 16:43:24,30,10,3,1709940452727,1709946103086,1709945456981,1709944376681,1709944886372,1713437308780,1713440245964,1713441446167,1713434409015,1713439107986,1713437360694,55,159,205
Barefoot Servants - Box of Miracles.m4a,1698289710584,223.56,2024-12-02 16:43:28,30,10,3,1709951632301,1709942735161,1709951564713,1709937395980,1709929199228,1713438889671,1713440963666,1713436494969,1713435649257,1713438700432,1713435743371,106,124,179
Barenaked Ladies - One Week.m4a,1698332850735,169.76,2024-12-02 16:43:32,30,10,3,1709937616293,1709946747712,1709947160935,1709942403678,1709941539673,1713435529461,1713435460177,1713437426312,1713441848554,1713436691024,1713437677222,36,112,136
Beastie Boys - Alive.m4a,1698314450062,228.87,2024-12-02 16:43:37,30,10,3,1709950245031,1709949815392,1709942361381,1709952541866,1709952143398,1713436619093,1713438889680,1713437284413,1713436081368,1713437226695,1713439818741,55,63,177
Beastie Boys - Body Movin'.m4a,1698336145997,183.59,2024-12-02 16:43:42,30,10,3,1709941244896,1709932379905,1709942910278,1709948159324,1709935172704,1713436005136,1713437495943,1713438856074,1713436813504,1713438909284,1713436213594,57,59,80
Beastie Boys - Intergalactic.m4a,1698319504293,231.49,2024-12-02 16:43:46,30,10,3,1709950480269,1709949981551,1709925938055,1709947055912,1709933139880,1713441743439,1713437051375,1713436563880,1713438055019,1713437063232,1713437555088,117,207,221
Beck - Jack-Ass.m4a,1698336251597,252.28,2024-12-02 16:43:51,30,10,3,1709940829729,1709941588279,1709931875999,1709932022255,1709940290380,1713438988271,1713439101407,1713436796485,1713436099016,1713434975415,1713441340491,34,39,101
Beck - Loser.m4a,1698322720381,235.0,2024-12-02 16:43:55,30,10,3,1709952760242,1709948608298,1709947535732,1709944970181,1709942622040,1713437322742,1713437791170,1713436499717,1713438001827,1713436811020,1713437728020,41,76,129
Beck - The New Pollution.m4a,1698333848788,219.99,2024-12-02 16:44:00,30,10,3,1709952964630,1709949601888,1709956931862,1709934793573,1709952618505,1713436002400,1713437899143,1713438184331,1713440207216,1713438284418,1713440990191,91,145,170
Beck - Tropicalia.m4a,1698292578476,200.41,2024-12-02 16:44:05,30,10,3,1709950977506,1709949966310,1709952638080,1709943874826,1709951555270,1713441340124,1713439197156,1713437790842,1713438249243,1713437818862,1713441244302,37,83,140
Beck - Where It's At.m4a,1698300013592,330.95,2024-12-02 16:44:09,30,10,3,1709957536038,1709949107619,1709944996013,1709942805041,1709946333401,1713442014868,1713437375104,1713440902912,1713442647890,1713438015784,1713434852863,104,269,298
Ben Folds Five - Army.m4a,1698332965456,203.17,2024-12-02 16:44:13,30,10,3,1709950789371,1709955265205,1709947758324,1709953357283,1709947883124,1713441620511,1713436531016,1713438099692,1713441705467,1713437926819,1713438666356,30,152,181
Ben Folds Five - Brick.m4a,1698323284080,271.33,2024-12-02 16:44:18,30,10,3,1709940263495,1709959463877,1709956967569,1709952606741,1709953689411,1713440536016,1713436845483,1713437299162,1713436867075,1713436348504,1713442801914,89,98,256
Better Than Ezra - At the Stars.m4a,1698333899801,223.87,2024-12-02 16:44:22,30,10,3,1709946139061,1709954574999,1709953230403,1709952872710,1709945536018,1713437358120,1713442686786,1713440142784,1713438488988,1713438183764,1713442341268,61,71,163
Better Than Ezra - Desperately Wanting.m4a,1698287183501,277.49,2024-12-02 16:44:27,30,10,3,1709951329654,1709940832342,1709952921383,1709952510682,1709960522384,1713438186165,1713438037823,1713442662107,1713440404178,1713435705015,1713441632981,46,61,118
Better Than Ezra - Good.m4a,1698337778028,185.09,2024-12-02 16:44:31,30,10,3,1709947312661,1709961988733,1709947245378,1709943609501,1709955251561,1713442094267,1713439214250,1713442883586,1713441287611,1713437798183,1713437781251,52,55,105
Better Than Ezra - In the Blood.m4a,1698327771851,272.64,2024-12-02 16:44:35,30,10,3,1709962083721,1709954708806,1709941900342,1709951238578,1709950994078,1713438148175,1713438074223,1713439928636,1713437594201,1713438976331,1713443430208,141,145,155
Better Than Ezra - King of New Orleans.m4a,1698322595249,247.88,2024-12-02 16:44:40,30,10,3,1709951159351,1709948872058,1709950343041,1709954906210,1709951320453,1713441505604,1713440910720,1713437116417,1713441085897,1713439086153,1713438135857,132,146,191
Big Audio Dynamite II - Rush.m4a,1698295720038,257.13,2024-12-02 16:44:44,30,10,3,1709962946277,1709949980871,1709951096669,1709964105376,1709955172201,1713442966902,1713437312597,1713437230913,1713439350396,1713436591166,1713439489882,34,129,224
Big Head Todd & The Monsters - Bittersweet.m4a,1698336925342,376.53,2024-12-02 16:44:49,30,10,3,1709962365367,1709961954982,1709957917406,1709964100644,1709961347442,1713439249709,1713437737957,1713440457161,1713438763021,1713439199980,1713443296445,88,97,279
Big Head Todd & The Monsters - Broken Hearted Savior.m4a,1698299814004,261.53,2024-12-02 16:44:53,30,10,3,1709962292867,1709951239194,1709960509869,1709962477559,1709955877252,1713443001551,1713439358269,1713439285341,1713437759412,1713437745159,1713441753522,54,75,137
Billy Idol - Cradle of Love.m4a,1698335262247,281.47,2024-12-02 16:44:58,30,10,3,1709942058915,1709962362289,1709959415380,1709950912372,1709955003695,1713440630168,1713439430043,1713440851084,1713442912429,1713440917947,1713439305277,40,45,165
Billy Idol - Shock to the System.m4a,1698335551093,213.88,2024-12-02 16:45:02,30,10,3,1709964081215,1709954299084,1709967345376,1709950909625,1709956018892,1713437947083,1713444330544,1713438874873,1713441001991,1713443668660,1713438016799,46,103,198
Billy Joel - I Go to Extremes.m4a,1698295453527,263.37,2024-12-02 16:45:08,30,10,3,1709960562717,1709959624330,1709953472794,1709968179718,1709963528557,1713439496495,1713438086394,1713442818187,1713442935826,1713444640038,1713437872399,124,137,189
Billy Squier - She Goes Down.m4a,1698336815585,247.33,2024-12-02 16:45:12,30,10,3,1709959345578,1709956856473,1709961779273,1709958909040,1709958280348,1713439046212,1713439720045,1713441050084,1713443782947,1713439163548,1713442688935,56,131,158
Black Lab - Wash It Away.m4a,1698323714184,254.29,2024-12-02 16:45:17,30,10,3,1709958978078,1709961752407,1709965722215,1709960987139,1709957269581,1713439221142,1713442540226,1713442676533,1713443634866,1713438484397,1713441266284,67,84,222
Blind Melon - No Rain.m4a,1698301465226,217.2,2024-12-02 16:45:22,30,10,3,1709969277547,1709962250324,1709961488816,1709957802619,1709959981693,1713440554815,1713439681472,1713438094913,1713438870304,1713438918789,1713444759913,97,158,167
Blind Melon - Tones of Home.m4a,1698335138196,266.88,2024-12-02 16:45:26,30,10,3,1709962679307,1709968820567,1709955071607,1709963267528,1709968465749,1713439874388,1713439401142,1713438366605,1713438674049,1713439571231,1713439028452,122,138,213
blink-182 - All the Small Things.m4a,1698301173433,167.03,2024-12-02 16:45:31,30,10,3,1709968153643,1709972450393,1709963108512,1709972625180,1709958279838,1713444016338,1713444762020,1713440056712,1713445050168,1713444214811,1713439003095,33,60,121
blink-182 - What's My Age Again.m4a,1698335708402,148.36,2024-12-02 16:45:36,30,10,3,1709958294413,1709963065951,1709964860423,1709968108415,1709970424234,1713444870305,1713440131002,1713440202298,1713441916470,1713438974255,1713441486580,90,95,118
Blues Traveler - Carolina Blues.m4a,1698333695683,284.51,2024-12-02 16:45:40,30,10,3,1709958059512,1709954483661,1709954737970,1709960020359,1709964140967,1713444838954,1713442861982,1713441973947,1713440651492,1713440320559,1713438843606,88,182,242
Blues Traveler - Hook.m4a,1698300980593,289.2,2024-12-02 16:45:44,30,10,3,1709954413528,1709965535886,1709964424592,1709974615096,1709965379530,1713443111946,1713439177366,1713439821023,1713440187928,1713438157600,1713438469992,113,157,278
Blues Traveler - Run-Around.m4a,1698338248475,279.8,2024-12-02 16:45:49,30,10,3,1709956057509,1709964421768,1709970033237,1709966444587,1709972109518,1713443829276,1713441169215,1713439321370,1713443350996,1713440651965,1713438914275,79,85,205
Blur - Song 2.m4a,1698323120958,121.16,2024-12-02 16:46:18,30,10,3,1709967601543,1709967436269,1709970378837,1709959525441,1709974943993,1713444679073,1713440732422,1713439249480,1713440704669,1713445737342,1713439619093,67,78,89
Bob Rivers & Twisted Radio - The Twelve Pains of Christmas.m4a,1698325808745,221.64,2024-12-02 16:46:24,30,10,3,1709957437799,1709962774937,1709975115718,1709952654408,1709962095838,1713440163878,1713439323933,1713440476295,1713443205399,1713443569464,1713440806818,104,146,153
Bob Seger & The Silver Bullet Band - Take a Chance.m4a,1698334989476,221.61,2024-12-02 16:46:29,30,10,3,1709976297249,1709976601954,1709969174045,1709968468697,1709971312023,1713445827744,1713441479731,1713441275819,1713445586025,1713441071484,1713440454062,48,99,137
Bob Seger & The Silver Bullet Band - The Real Love.m4a,1698336693444,279.87,2024-12-02 16:46:33,30,10,3,1709966492965,1709967498524,1709974206541,1709976454918,1709977602904,1713445235033,1713444547097,1713440131105,1713440278819,1713443606101,1713445134429,187,220,262
Bon Jovi - Keep the Faith.m4a,1698297191582,346.69,2024-12-02 16:46:38,30,10,3,1709967148341,1709979518018,1709971840550,1709979707618,1709955554221,1713438940095,1713442765778,1713441057077,1713440558035,1713441105385,1713441006087,96,306,320
Bon Jovi - Please Come Home for Christmas.m4a,1698336266010,172.93,2024-12-02 16:46:43,30,10,3,1709953293302,1709969562577,1709969686861,1709978982428,1709966495812,1713446113555,1713443557356,1713439101192,1713446202942,1713443581982,1713446296215,33,49,91
Bonnie Raitt - Something to Talk About.m4a,1698335819801,227.57,2024-12-02 16:46:47,30,10,3,1709975243992,1709957773645,1709979198197,1709973846990,1709980528528,1713446247887,1713439350617,1713444328070,1713444011791,1713446319923,1713444141411,57,98,130
Brian May - Driven By You.m4a,1698326324745,251.99,2024-12-02 16:46:52,30,10,3,1709963447280,1709959535220,1709963524080,1709971492450,1709970095381,1713446336671,1713446403671,1713439499599,1713445571249,1713442691271,1713440898209,67,88,108
Brother Cane - And Fools Shine On.m4a,1698297215008,282.0,2024-12-02 16:46:56,30,10,3,1709968576318,1709972672470,1709973889986,1709973397774,1709982414261,1713441327872,1713446185883,1713446264690,1713446209375,1713442131743,1713443603216,57,97,230
Brother Cane - Got No Shame.m4a,1698312322839,274.6,2024-12-02 16:47:01,30,10,3,1709973961434,1709977653379,1709975471223,1709974874185,1709972833850,1713443617578,1713440443162,1713441623181,1713440997470,1713441429213,1713439713309,54,84,123
Brother Cane - Hard Act to Follow.m4a,1698337537519,275.09000000000003,2024-12-02 16:47:05,30,10,3,1709965948698,1709961038380,1709980595031,1709975361370,1709972130133,1713440725613,1713443082480,1713445538107,1713441517262,1713440396532,1713442266692,140,172,192
Brother Cane - I Lie In the Bed I Make.m4a,1698317679954,266.6,2024-12-02 16:47:10,30,10,3,1709962354887,1709978886544,1709971847368,1709974559484,1709962732025,1713444302282,1713442888228,1713446574814,1713445002021,1713444412363,1713440305932,45,159,224
Brother Cane - That Don't Satisfy Me.m4a,1698336484496,282.27,2024-12-02 16:47:15,30,10,3,1709983278323,1709986532727,1709984238963,1709977590239,1709971283030,1713446912705,1713443634791,1713443611084,1713447164567,1713442294818,1713446271675,126,167,237
Bruce Hornsby & The Range - Across the River.m4a,1698304024230,310.68,2024-12-02 16:47:19,30,10,3,1709986922111,1709972449894,1709978912608,1709982421701,1709974561223,1713446336736,1713445828247,1713443166546,1713443293441,1713445561902,1713445903097,174,182,216
"Bruce Springsteen - 57 Channels (And Nothin' On) [Live at the Shrine, Los Angeles, CA - 11161990 - (Set 1)].m4a",1698294992752,191.9,2024-12-02 16:47:24,30,10,3,1709974372016,1709979303620,1709986679407,1709983221415,1709988286976,1713442062813,1713442202202,1713444731497,1713443335172,1713442062420,1713442095884,133,134,154
Bruce Springsteen - Better Days (Single Edit).m4a,1698295695958,224.89,2024-12-02 16:47:29,30,10,3,1709985175032,1709978065301,1709986238223,1709978970723,1709978960404,1713445150940,1713441354137,1713441318304,1713441556528,1713442875881,1713447363768,56,59,89
Bruce Springsteen - Human Touch.m4a,1698300659027,391.55,2024-12-02 16:47:33,30,10,3,1709980123106,1709981116550,1709980706273,1709988714742,1709975802264,1713447673638,1713442163009,1713442285803,1713444803145,1713443848607,1713440485992,103,116,249
Buckcherry - For the Movies.m4a,1698297903927,274.63,2024-12-02 16:47:37,30,10,3,1709969999954,1709989561568,1709991255832,1709980322107,1709991808377,1713445290999,1713443248531,1713446269543,1713442273521,1713443037092,1713443150257,102,243,253
Buckcherry - Lit Up.m4a,1698297647761,215.56,2024-12-02 16:47:41,30,10,3,1709967626266,1709976750568,1709976618741,1709982694809,1709991858748,1713447601368,1713445434793,1713445856483,1713442406204,1713445962702,1713442679388,142,176,196
Bush - Cold Contagious (Remastered).m4a,1698336270202,360.07,2024-12-02 16:47:46,30,10,3,1709979196263,1709978526008,1709990341269,1709977585705,1709993298529,1713440944758,1713444344468,1713442569213,1713446956403,1713447042837,1713447810121,31,87,324
Bush - Everything Zen (Remastered).m4a,1698297236991,278.13,2024-12-02 16:47:51,30,10,3,1709971987154,1709993507430,1709991058819,1709991056794,1709970959480,1713443872772,1713447822516,1713442377142,1713446178470,1713445422266,1713442038969,46,102,114
Bush - Glycerine (Remastered).m4a,1698298768516,266.49,2024-12-02 16:47:55,30,10,3,1709986557087,1709992520966,1709994299078,1709991138914,1709996022496,1713443488657,1713443370682,1713441112636,1713440997309,1713445382367,1713447678460,82,94,116
Bush - Glycerine.m4a,1698326397181,265.77,2024-12-02 16:48:00,30,10,3,1709992652469,1709971196553,1709993567796,1709984053725,1709993601012,1713448151776,1713441563345,1713443406882,1713446718066,1713445842999,1713442883988,50,54,69
Bush - Greedy Fly (Remastered).m4a,1698337919415,269.53,2024-12-02 16:48:04,30,10,3,1709993879366,1709993737285,1709995893148,1709983211249,1709973495841,1713443438380,1713444618469,1713448079386,1713446319922,1713446716633,1713441406913,136,175,233
Bush - Little Things (Remastered).m4a,1698302840521,264.23,2024-12-02 16:48:09,30,10,3,1709985580334,1709973339895,1709992878047,1709989342833,1709991861352,1713444076586,1713443665892,1713443151983,1713444191063,1713447904567,1713445869486,68,129,252
Bush - Machinehead (Remastered).m4a,1698325040999,256.33,2024-12-02 16:48:14,30,10,3,1709983532722,1709983974850,1709980206601,1709980499745,1709988044546,1713441393309,1713447908998,1713444886801,1713444177461,1713444479556,1713443701884,36,76,76
Bush - Machinehead.m4a,1698299377407,256.72,2024-12-02 16:48:18,30,10,3,1709997738224,1709987548447,1709987879873,1709987853525,1709986899958,1713445843003,1713444801420,1713441887559,1713442077157,1713446518912,1713444681513,69,90,104
Bush - Mouth (Remastered).m4a,1698340846943,344.69,2024-12-02 16:48:22,30,10,3,1709984737221,1709993111576,1709991376733,1710000735771,1709999353236,1713446354191,1713445950697,1713445573586,1713443152137,1713445801920,1713441714679,81,91,121
Bush - Swallowed (Remastered).m4a,1698300986266,291.05,2024-12-02 16:48:26,30,10,3,1709985766875,1710000858846,1709984992124,1710001237494,1709997784276,1713444589463,1713448429354,1713446392599,1713447582574,1713442545133,1713446644298,112,258,259
Bush - The Chemicals Between Us (Remastered).m4a,1698312099846,217.49,2024-12-02 16:48:30,30,10,3,1709984653765,1709998931240,1710000332616,1709998789574,1709999385475,1713442290849,1713446779189,1713448940944,1713445611660,1713442187559,1713448463256,77,99,125
Butthole Surfers - Pepper.m4a,1698330392925,297.27,2024-12-02 16:48:35,30,10,3,1709993972744,1710002450106,1710000328332,1710004720432,1709978831898,1713449077815,1713447961969,1713448096195,1713447093427,1713443678013,1713443591423,37,109,279
CAKE - Never There.m4a,1698342771755,164.27,2024-12-02 16:48:38,30,10,3,1710000529244,1710003688755,1709988376316,1709987996870,1709998458252,1713444105385,1713448130325,1713446914848,1713444405500,1713445041161,1713443418742,30,45,117
CAKE - The Distance.m4a,1698342554028,180.63,2024-12-02 16:48:43,30,10,3,1709987684701,1709987764611,1709978607660,1710004214185,1710000873180,1713443713823,1713445191746,1713448868618,1713444968874,1713449219070,1713446084778,52,72,83
Candlebox - Change.m4a,1698338224526,384.32,2024-12-02 16:49:34,30,10,3,1710001333766,1710007725161,1710001998220,1710006467063,1709992791833,1713442837480,1713442117600,1713443099232,1713447927813,1713444340479,1713449341214,99,128,322
Candlebox - Cover Me.m4a,1698339028377,285.55,2024-12-02 16:49:38,30,10,3,1709990334083,1710006047484,1709993471018,1710008275071,1709998950286,1713448580475,1713449344704,1713443245807,1713442965189,1713445418313,1713446267186,31,89,202
Candlebox - Far Behind.m4a,1698325143720,299.73,2024-12-02 16:49:43,30,10,3,1710006306234,1709999263070,1710003112000,1710004381337,1709996718516,1713442719838,1713443888492,1713448772545,1713443866878,1713442545228,1713447397964,49,82,202
Candlebox - Simple Lessons.m4a,1698343531002,173.24,2024-12-02 16:49:47,30,10,3,1710006358989,1710005356047,1710004228596,1709992022297,1710006862964,1713443236695,1713445939084,1713444167403,1713448244613,1713443425605,1713444441440,67,112,141
Candlebox - You.m4a,1698317442435,297.17,2024-12-02 16:49:52,30,10,3,1709990020603,1710006057495,1710007019679,1710001310396,1710004676691,1713443159589,1713447382841,1713449627386,1713444454978,1713443150254,1713443036517,110,209,275
Catherine Wheel - Waydown.m4a,1698321793854,194.03,2024-12-02 16:49:56,30,10,3,1710000691179,1710006028578,1710004465622,1710011420607,1710009061633,1713449524447,1713444319143,1713445636225,1713446872767,1713443791153,1713445227731,43,116,166
Cheap Trick - Can't Stop Falling Into Love.m4a,1698310454141,229.59,2024-12-02 16:50:01,30,10,3,1710009774504,1709996660590,1710009486721,1709995269477,1710009078124,1713444712188,1713445468508,1713446111553,1713446217484,1713447124297,1713450066666,118,156,217
Cherry Poppin' Daddies - Zoot Suit Riot.m4a,1698300505887,233.04,2024-12-02 16:50:05,30,10,3,1710006023816,1710012599437,1710009716888,1710007432199,1710004940576,1713444308893,1713446739934,1713448700557,1713444986361,1713445786826,1713444729311,114,130,150
Chris Cornell - Can't Change Me.m4a,1698299413662,202.93,2024-12-02 16:50:10,30,10,3,1710012081409,1710006891669,1710004945667,1710000683854,1709996370786,1713448355026,1713450165154,1713443983105,1713448131733,1713444643143,1713445098879,34,113,163
Chris Cornell - Sunshower.m4a,1698344080594,354.12,2024-12-02 16:50:14,30,10,3,1710000812601,1710002371114,1710013731723,1709997061940,1710006901452,1713448026021,1713445966846,1713450164819,1713443435649,1713446404473,1713446217050,75,245,250
Cinderella - Shelter Me.m4a,1698306210865,287.83,2024-12-02 16:50:18,30,10,3,1710007379052,1709996531516,1710009774679,1710016165466,1710010543036,1713444683078,1713443288464,1713445209385,1713449135873,1713446207036,1713449003516,68,219,244
Citizen King - Better Days (And the Bottom Drops Out).m4a,1698338901417,207.03,2024-12-02 16:50:23,30,10,3,1710011058106,1709997378595,1710003450166,1709999521824,1710015172557,1713448240724,1713448259924,1713447260816,1713443858314,1713445326022,1713446709368,41,55,154
"Class of '99 - Another Brick In the Wall, Pt. 2.m4a",1698307168470,258.27,2024-12-02 16:50:27,30,10,3,1710014286614,1710003757995,1710010396412,1710002223955,1710013197404,1713444848688,1713443634455,1713449348736,1713445506294,1713444253613,1713444465298,143,235,239
Collective Soul - Breathe.m4a,1698300412548,185.11,2024-12-02 16:50:31,30,10,3,1710008315403,1710008749305,1710010835759,1710006748779,1710017224650,1713450616019,1713446384874,1713446461825,1713445331427,1713445996446,1713445302911,31,62,152
Collective Soul - December.m4a,1698300508191,285.0,2024-12-02 16:50:36,30,10,3,1710000107334,1710013775427,1710011190588,1709995299715,1709999269829,1713445804765,1713443740794,1713448002345,1713445612277,1713449902902,1713450931016,31,190,229
Collective Soul - Gel.m4a,1698306802815,178.36,2024-12-02 16:50:40,30,10,3,1710003775063,1710003174218,1710016341082,1710014922381,1709999723358,1713449113261,1713444825204,1713449041902,1713446082015,1713445170278,1713444620566,38,160,167
Collective Soul - Heavy.m4a,1698302034245,174.91,2024-12-02 16:50:44,30,10,3,1710010984019,1710019888550,1710010312462,1710006021454,1710006102428,1713446569468,1713448854322,1713446629814,1713446925123,1713448749193,1713450033460,56,141,162
Collective Soul - Listen.m4a,1698340427258,252.27,2024-12-02 16:50:49,30,10,3,1710017670712,1710016803662,1710012712409,1710017526777,1710008646785,1713445029363,1713447104871,1713450429367,1713450479581,1713449295661,1713447764778,110,167,187
Collective Soul - No More No Less.m4a,1698301868818,318.43,2024-12-02 16:50:53,30,10,3,1710009728787,1710014442178,1710017449583,1710016413555,1710012309425,1713448309768,1713446185972,1713444097999,1713448600138,1713446831414,1713444691052,88,238,246
Collective Soul - Precious Declaration.m4a,1698342618528,221.19,2024-12-02 16:50:57,30,10,3,1710006947625,1710015575002,1710010972779,1710016926026,1710003104525,1713446905463,1713446900651,1713447208323,1713443842955,1713447054625,1713445516490,62,100,140
Collective Soul - Shine.m4a,1698329307842,306.04,2024-12-02 16:51:02,30,10,3,1710022681993,1710007933999,1710018441402,1710006855768,1710015342270,1713444824685,1713449800229,1713450561245,1713444762034,1713451389558,1713448489889,37,182,261
Collective Soul - The World I Know (LP Version).m4a,1698298479752,255.47,2024-12-02 16:51:06,30,10,3,1710023533539,1710022919689,1710008879918,1710019564371,1710008689749,1713444726299,1713445791695,1713446461218,1713449983033,1713445722890,1713446449556,38,77,228
Collective Soul - Where The River Flows.m4a,1698330601680,215.87,2024-12-02 16:51:11,30,10,3,1710014229394,1710004520507,1710021894222,1710011178333,1710014782969,1713447121451,1713445115323,1713445041452,1713448828004,1713446411759,1713447253871,59,162,177
Cornershop - Brimful of Asha (Norman Cook Remix).m4a,1698346074352,240.93,2024-12-02 16:51:15,30,10,3,1710009726501,1710024835071,1710010076868,1710022669422,1710012974279,1713451120308,1713446440761,1713444800517,1713447333071,1713446699340,1713447038209,63,112,208
Counting Crows - A Long December.m4a,1698308754630,295.17,2024-12-02 16:51:19,30,10,3,1710011306228,1710026975720,1710027947867,1710017759926,1710021599181,1713450913307,1713447431471,1713445035644,1713451447104,1713447902284,1713446236419,84,175,225
Counting Crows - Angels of the Silences.m4a,1698296773568,217.43,2024-12-02 16:51:23,30,10,3,1710006722138,1710022998480,1710019156704,1710006481792,1710023017764,1713451326460,1713446596426,1713451190015,1713449519498,1713445532832,1713449758848,30,38,98
Counting Crows - Einstein on the Beach (For an Eggman).m4a,1698340624326,232.35,2024-12-02 16:51:28,30,10,3,1710008611173,1710024508347,1710021541782,1710023665680,1710018714425,1713451602714,1713451160605,1713450851229,1713445958163,1713446317876,1713446432820,122,176,199
Counting Crows - Hanginaround.m4a,1698346619987,247.8,2024-12-02 16:51:32,30,10,3,1710022902551,1710019474921,1710026437586,1710023925332,1710029166029,1713447851706,1713444776895,1713447068822,1713447421331,1713445432062,1713447042176,82,86,87
Counting Crows - Mr. Jones.m4a,1698346648382,272.28,2024-12-02 16:51:37,30,10,3,1710029483101,1710028182723,1710023927812,1710024105311,1710018431021,1713451662587,1713452430040,1713445600389,1713444897436,1713452084819,1713448354801,67,152,221
Counting Crows - Round Here.m4a,1698343786882,331.21,2024-12-02 16:51:41,30,10,3,1710025513709,1710013456793,1710011939105,1710022065131,1710017845219,1713446214232,1713451454045,1713446587091,1713446962953,1713446702043,1713450933229,76,135,236
Cowboy Junkies - Sweet Jane.m4a,1698346614725,214.97,2024-12-02 16:51:46,30,10,3,1710025693658,1710011758952,1710026416230,1710030513589,1710024993133,1713446639476,1713451458107,1713451691033,1713452168568,1713445873714,1713449462282,44,74,144
Cracker - Get Off This.m4a,1698343436767,266.0,2024-12-02 16:51:50,30,10,3,1710010650004,1710026115816,1710024604123,1710020235886,1710011781139,1713452711618,1713451729842,1713447477131,1713446678270,1713446584430,1713452732560,112,144,251
